Ano;Programa;Identificador_Unico;Descricao;Unidade_Medida;Periodicidade;Base_Geografica;Fonte;Fórmula_Calculo;Valor_Referencia;Data_Referencia;Valor_Final_PPA;Valor_Previsto_no_Ano;Periodo_01;Periodo_02;Periodo_03;Periodo_04;Periodo_05;Periodo_06;Periodo_07;Periodo_08;Periodo_09;Periodo_10;Periodo_11;Periodo_12;Comentarios
2010;101;2256;Taxa de Encaminhamento Pós-Qualificação ao Mundo do Trabalho;PERCENTAGEM;Anual;Nacional;MTE/SPPE/DEQ;Relação entre o número de educandos concluintes que tiveram registro de encaminhamento sobre o número de educandos concluintes sem ocupação do Programa Nacional de Qualificação - PNQ, encaminhados para a intermediação de vagas no mercado de trabalho pelo número total de pessoas sem ocupação, beneficiárias do PNQ, multiplicado por 100.;114.79;2007.0;100.0;100.0;96.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Os dados foram extraídos da base de gestão da qualificação e referem-se aos dados parciais da execução dos convênios firmados em 2009 (LOA 2009) e executados em 2010. O índice previsto para este indicador não pode ultrapassar 100%, isso porque não é possível o encaminhamento de mais de 100% do total de trabalhadores desocupados, o que se busca aqui é encaminhar ao Mundo do Trabalho todos os educandos concluintes dos cursos que estejam sem ocupação. O resultado de 96,61% demonstra a integração da qualificação com a ação de intermediação de mão de obra, pois indica que esses trabalhadores foram encaminhados aos postos do SINE, ou a um outro sistema de intermediação de mão de obra, ou diretamente a um emprego. Assim, os educandos que não foram encaminhados, ou não tiveram interesse, ou não tinham em sua localidade um posto de intermediação, ou conseguiram um emprego durante a realização do cursos.
2010;101;2288;Número Índice de Cobertura Relativa da População de Jovens (16 a 24 anos);número índice;Anual;Nacional;MTE/SPPE/DEQ;Participação relativa da população de jovens (16 a 24 anos) dentro do total de beneficiários do Programa sobre a participação relativa da população de jovens (16 a 24 anos) dentro da População Economicamente Ativa -PEA no ano anterior, multiplicado por 100.;213.17;2005.0;215.0;215.0;233.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Os dados foram extraídos da base de gestão da qualificação e referem-se aos dados parciais da execução dos convênios firmados em 2009 (LOA 2009) e executados em 2010.
2010;101;2332;Número Índice de Cobertura Relativa da População de Não Brancos;número índice;Anual;Nacional;Sistema de Planejamento, Monitoramento e Avaliação do Departamento de Qualificação  SPMA-SPPE/MTE/DEQ;Participação relativa da população de não brancos dentro do total de beneficiários do Programa sobre a participação relativa da população de não brancos dentro da População Economicamente Ativa - PEA no ano anterior, multiplicado por 100.;123.74;2005.0;123.0;123.0;121.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Os dados foram extraídos da base de gestão da qualificação e referem-se aos dados parciais da execução dos convênios firmados em 2009 (LOA 2009) e executados em 2010.
2010;101;2333;Número Índice de Cobertura Relativa da População de Baixa Escolaridade;número índice;Anual;Nacional;Sistema de Planejamento, Monitoramento e Avaliação do Departamento de Qualificação  SPMA-SPPE/MTE/DEQ;Participação relativa da população de baixa escolaridade (aqueles que não concluíram o ensino médio) dentro do total de beneficiários do Programa sobre a participação relativa da população de baixa escolaridade dentro da População Economicamente Ativa - PEA no ano anterior, multiplicado por 100.;89.2;2005.0;97.0;97.0;69.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"Os dados foram extraídos da base de gestão da qualificação e referem-se aos dados parciais da execução dos convênios firmados em 2009 (LOA 2009) e executados em 2010.
O não alcance da meta estabelecida para este indicador demonstra a dificuldade de voltar o atendimento aos trabalhadores de mais baixa escolaridade, isso porque, para a inscrição nos cursos,  os trabalhadores precisam mostrar-se interessados na realização dos cursos e os que têm baixa escolaridade não têm procurado inscrever-se nos cursos. O sistema de gestão das ações de emprego permite que as pessoas de baixa escolaridade, bem como as mulheres, jovens, negros e pardos, tenham prioridade de acesso aos cursos no momento de convocação dos educandos, tal como estabelecido nas Resoluções do CODEFAT, entretanto, faz-se necessário que o MTE firme parcerias para que se consiga alcançar a população de mais baixa escolaridade."
2010;101;2569;Taxa de Pessoas Qualificadas das Pesssoas Atendidas pelo SPETR;porcentagem;Anual;Nacional;DEQ/SPPE;Número de pessoas qualificadas/número de pessoas inscritas no SPETR por meio dos SINEs;6.0;2006.0;4.0;4.0;1.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"Os dados foram extraídos da base de gestão da qualificação e referem-se aos dados parciais da execução dos convênios firmados em 2009 (LOA 2009) e executados em 2010. O índice apurado refere-se ao orçamento de 2009 com execução em 2010, tendo em vista que não houve em 2010 execução do orçamento no mesmo exercício. O resultado para este indicador está vinculado diretamente ao orçamento disponível à qualificação, tendo em vista que a meta estabelecida para 
execução física depende do limite financeiro estabelecido para o programa. Assim, como o número de trabalhadores inscritos nos postos do SINE aumentou de 2009 para 2010 e o orçamento da qualificação manteve-se, o índice apurado para este indicador diminuiu. 
FONTE IMO: INFOGER 10/02/2011."
2010;101;2636;Taxa de Eficácia das Qualificações;%;Anual;Nacional;Sistema de Planejamento, Monitoramento e Avaliação do Depto. de Qualificação SPMA-DEQ/SPPE/MTE;Quantidade de trabalhadores qualificados dividida pela quantidade total de trabalhadores inscritos nos cursos de qualificação realizadas pelo PNQ.;94.0;2005.0;95.0;95.0;91.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Considera-se somente turmas concluídas. Os dados foram extraídos da base de gestão da qualificação em 10/02/20011 e referem-se aos dados parciais da execução dos convênios firmados em 2009 (LOA 2009) e executados em 2010.
2010;102;158;Taxa de Regularização dos Estabelecimentos Fiscalizados;PERCENTAGEM;Mensal;Nacional;SFIT/SIT/MTE;Relação percentual entre o número de itens da legislação trabalhista irregulares regularizados na ação fiscal e o número de itens da legislação trabalhista encontrados pela fiscalização em situação irregular.;86.46;2006.0;82.75;82.75;80.12;79.21;76.94;76.94;77.34;77.5;77.57;77.86;78.32;78.27;78.21;77.66;Inscrito no PPA, o indicador do programa é Taxa de Regularização dos Estabelecimentos Fiscalizados, relação percentual entre o número de itens da legislação trabalhista regularizados na ação fiscal e o número de itens da legislação trabalhista encontrados pela fiscalização em situação irregular que foram objeto de autuação e/ou de regularização. Em 2010 o índice apurado foi 77,66%. A meta para o indicador é de 82,5%. Com a publicação da Lei nº. 11.890, em 24 de dezembro de 2008, o foco da auditoria trabalhista passou a ser empresas de médio e grande porte com indícios de irregularidades trabalhistas. Com o aumento do número de itens encontrados pela fiscalização em situação irregular e a estabilização do número de itens regularizados no curso da ação fiscal, o índice sofreu retração em 2010. quando comparado a 2009 e se situou em nível inferior à meta. Cabe o observar que esse é o indicador empregado para avaliar o programa
2010;103;2717;Número de trabalhadores diretamente beneficiados pela concessão de crédito;UNIDADE;Anual;Nacional;Sistema de Acompanhamento da Execução das Ações do Proger, RAIS e CAGED;Média do estoque de empregados de amostra de micro e pequenas empresas tomadoras de crédito do PROGER x Número de operações do PROGER com micro e pequenas empresas) + (Média do estoque de empregados de amostra de médias e grandes empresas tomadoras de crédito do PROGER x Número de operações do PROGER com médias e grandes empresas) + Pessoas Físicas que receberam crédito no ano;1619007.0;2006.0;3065867.0;3065867.0;1860082.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"O diferencial observado para o índice apurado aquém do valor previsto para o exercício de 2010 pode ser atribuído, por um lado, a uma superestimativa na apuração de seu cálculo, uma vez que a projeção levou em conta uma expectativa de alocação de recursos na ação da ordem de R$ 4 bilhões, quando efetivamente foram alocados apenas R$ 3,2 bilhões; de outro lado, os dados de execução apontam para um baixo desempenho da ação, no nível de 50,2% dos recursos alocados, o qual impacta diretamente no índice apurado. O baixo desempenho desta ação justifica-se pelos seguintes fatores: (i) suspensão de repasses de recursos dos depósitos especiais para a CAIXA, que prejudicou o desempenho dos programas operados pelo agente (ii) suspensão de contratação de honras pelo Fundo de Aval para a Geração de Emprego e Renda (FUNPROGER), fundo garantidor das operações de crédito do PROGER Urbano, com trazendo grande impacto negativo para a ação."
2010;104;1065;Índice de recuperação dos estoques pesqueiros em relação ao nível de sustentabilidade;percentual alcançado;Anual;Regional;IBAMA, IBGE, IPEA;A relação entre as capturas registradas no exercício dividida pelas capturas máximas sustentáveis;2.0;2003.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Não Informado
2010;107;174;Número de Trabalhadores Libertados;UNIDADE;Anual;Nacional;SIT/MTE;Somatório do número absoluto de trabalhadores em situação de trabalho  escravo libertados no ano.;1741.0;2006.0;0.0;3000.0;2617.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"Em 2010, as ações para erradicação do trabalho análogo ao de escravo foram realizadas por cinco equipes do Grupo Especial de Fiscalização Móvel (GEFM), coordenado nacionalmente pela Secretaria de Inspeção do Trabalho, bem como pelos grupos de fiscalização do trabalho rural existentes nas 27 Superintendências Regionais do Trabalho e Emprego (SRTE). Ademais, sempre que necessária a ação de mais uma equipe, além das cinco existentes do GEFM, a Secretaria de Inspeção do Trabalho designou auditor fiscal do trabalho, com experiência no combate ao trabalho escravo, para coordenar ações emergenciais e atender denúncias graves e consistentes que não pudessem aguardar a ação de uma das equipes regulares do GEFM. 
Em 2009, o GEFM era composto por três equipes a mais. Contudo, por diversos fatores sociais, econômicos e, especialmente, da própria atuação firme do MTE no combate ao trabalho escravo desde 1995, tivemos uma diminuição considerável do número de denúncias em 2010, totalizando 144 denúncias, frente 231 e 273 denúncias nos anos de 2009 e 2008, respectivamente. Assim, apesar das dificuldades, como alguns cancelamentos de apoio às ações por parte do Departamento de Polícia Federal/Ministério da Justiça, podemos considerar que atendemos todas as denúncias consistentes de trabalho escravo em 2010, sendo estas aquelas denúncias graves e com elementos mínimos suficientes a justificar uma ação do Ministério.  
Oportunamente, cabe ressaltar que, conforme critério estabelecido em consenso com as instituições parceiras no combate ao trabalho escravo (Ministério Público do Trabalho, Departamento de Polícia Federal e Ministério Público Federal, entre outras), no Âmbito da CONATRAE (Comissão Nacional para Erradicação do Trabalho Escravo), estão sujeitas à ação do Grupo Especial de Fiscalização Móvel somente as denúncias que apontem para a existência de trabalho em condições análogas às de escravo que possuam notícias recentes e consistentes sobre a situação fática, tais como: atualidade das informações; duração da atividade econômica exercida pelos trabalhadores; número de trabalhadores; localização exata da propriedade que será fiscalizada, dentre outros."
2010;120;2280;Ocupações Geradas nos Arranjos Produtivos Locais na Faixa de Fronteira;UNIDADE;Anual;Regional;CAGED/MTE e SPR/MI;Número de ocupações (emprego formal + informal) geradas nos Arranjos Produtivos Locais na Faixa de Fronteira apoiados pelo Programa.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Não Informado
2010;122;184;Taxa de Cobertura dos Serviços Urbanos de Abastecimento de Água;PERCENTAGEM;Anual;Estadual;Pesquisa Nacional de Amostras de Domicílios - PNAD/IBGE;Relação percentual entre a população urbana atendida pelos serviços adequados de abastecimento de água e a população urbana total.;82.3;2005.0;0.0;86.0;93.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
